keys,ko,en
약혼식 날 도망친 사람이에요. 벌써 3년이나 됐죠. 이 근처에서 로켓단 옷을 입고 다닌다는 소문을 들었어요.,약혼식 날 도망친 사람이에요. 벌써 3년이나 됐죠. 이 근처에서 로켓단 옷을 입고 다닌다는 소문을 들었어요.,He ran away on the day of his engagement ceremony. Three years ago now. We heard rumors he's been seen around here in a Team Rocket uniform.
로이는 이미 상자 더미 뒤로 숨어 있었다. 나와 눈이 마주치자 고개를 세게 저었다.,로이는 이미 상자 더미 뒤로 숨어 있었다. 나와 눈이 마주치자 고개를 세게 저었다.,"James was already hiding behind a stack of crates. When our eyes met, he shook his head hard."
그런 사람은 모른다고 한다,그런 사람은 모른다고 한다,Say you don't know anyone like that
대답을 못 하고 머뭇거린다,대답을 못 하고 머뭇거린다,"Hesitate, unable to answer"
…그렇군요. 또 들르겠습니다.,…그렇군요. 또 들르겠습니다.,…I see. I'll be back.
로이가 무지개시티 창고로 옮겨 간 건 나 때문이었다. 나는 로이가 어디 있는지 알고 있었다.,로이가 무지개시티 창고로 옮겨 간 건 나 때문이었다. 나는 로이가 어디 있는지 알고 있었다.,James transferred to the Celadon warehouse because of me. I knew exactly where he was.
"무지개시티 창고에 있다고 알려 준다 (사례금 5,000원)","무지개시티 창고에 있다고 알려 준다 (사례금 5,000원)","Say he's at the Celadon warehouse (5,000 won reward)"
모른다고 한다,모른다고 한다,Say you don't know
감사합니다. 사례금은 약속대로 드리지요. 도련님은 오늘 밤 안에 댁으로 모시겠습니다.,감사합니다. 사례금은 약속대로 드리지요. 도련님은 오늘 밤 안에 댁으로 모시겠습니다.,"Thank you. You'll have your reward, as promised. We'll bring the young master home before tonight is over."
3주차 화요일,3주차 화요일,Week 3 · Tuesday
서류를 대조할 것. 할당량 5마리. 본사 특별 의뢰 상자가 하나 있다.,서류를 대조할 것. 할당량 5마리. 본사 특별 의뢰 상자가 하나 있다.,Cross-check the paperwork. Quota: 5. There's one HQ Special Request crate.
[수배] 셀러 (진주 채취용),[수배] 셀러 (진주 채취용),[Wanted] Shellder (for pearl harvesting)
[본사 특별 의뢰] 의뢰인의 가디 한 마리를 창고 인근 수색에 쓸 것. 수색 뒤 본사로 반납.,[본사 특별 의뢰] 의뢰인의 가디 한 마리를 창고 인근 수색에 쓸 것. 수색 뒤 본사로 반납.,[HQ Special Request] Use the client's Growlithe to search the area around the warehouse. Return to HQ after the search.
상록시티 외곽 대저택에서 '빌려' 왔다. 본사 특별 의뢰 건.,상록시티 외곽 대저택에서 '빌려' 왔다. 본사 특별 의뢰 건.,'Borrowed' from a mansion on the outskirts of Viridian City. HQ Special Request.
금목걸이에 '대장'이라고 새겨져 있다. 상자 안에서 쉬지 않고 코를 킁킁거린다.,금목걸이에 '대장'이라고 새겨져 있다. 상자 안에서 쉬지 않고 코를 킁킁거린다.,'Captain' is engraved on its gold collar. It keeps sniffing nonstop inside the crate.
상록시티 외곽 저택,상록시티 외곽 저택,Manor on the outskirts of Viridian City
"[상록일보] 명문가 저택의 가디 '대장', 우체국 소포로 귀가. 상자에는 상록시티 우체국 소인이 찍혀 있었다.","[상록일보] 명문가 저택의 가디 '대장', 우체국 소포로 귀가. 상자에는 상록시티 우체국 소인이 찍혀 있었다.","[Viridian Daily] Prominent family's Growlithe ""Captain"" returns home by parcel post. The crate bore a Viridian City post office stamp."
상자에 본사 특별 의뢰서가 붙어 있었다. '의뢰인: 상록시티 외곽 저택. 도련님 냄새를 기억하는 가디. 창고 인근 수색에 쓸 것.',상자에 본사 특별 의뢰서가 붙어 있었다. '의뢰인: 상록시티 외곽 저택. 도련님 냄새를 기억하는 가디. 창고 인근 수색에 쓸 것.',An HQ Special Request form was stuck to the crate. 'Client: manor outside Viridian City. Growlithe that knows the young master's scent. Use to search near warehouse.'
로이네 집이 본사에 돈을 낸 것이다. 로켓단은 돈만 받으면 사람도 찾아 주는 곳이었다.,로이네 집이 본사에 돈을 낸 것이다. 로켓단은 돈만 받으면 사람도 찾아 주는 곳이었다.,"James's family had paid HQ. For the right price, Team Rocket would even track down people."
블루시티 앞바다.,블루시티 앞바다.,Off the coast of Cerulean City.
블루시티 냇가.,블루시티 냇가.,A stream in Cerulean City.
먹지 않는다. 사흘째 먹이를 그대로 남겼다.,먹지 않는다. 사흘째 먹이를 그대로 남겼다.,Won't eat. Hasn't touched its food in three days.
삐삐(먹지 않음),삐삐(먹지 않음),Clefairy (not eating)
3주차 화요일 · 대장,3주차 화요일 · 대장,Week 3 · Tuesday · Captain
로이는 어젯밤 집으로 끌려갔다옹. 창고가 조용하다옹.,로이는 어젯밤 집으로 끌려갔다옹. 창고가 조용하다옹.,"James got dragged home last night, meow. The warehouse is real quiet, meow."
뒷문을 열자마자 가디가 튀어 나갔다. 녀석은 곧장 창고 뒤편으로 달려가 로이에게 뛰어들었다.,뒷문을 열자마자 가디가 튀어 나갔다. 녀석은 곧장 창고 뒤편으로 달려가 로이에게 뛰어들었다.,"The moment I opened the back door, the Growlithe bolted. It ran straight behind the warehouse and leapt onto James."
대장…! 너까지 나 찾으러 온 거야? 어렸을 때 매일 같이 자던 녀석이야.,대장…! 너까지 나 찾으러 온 거야? 어렸을 때 매일 같이 자던 녀석이야.,Captain…! You came looking for me too? We slept together every night when I was a kid.
"대장, 집에 가. 가서 나 못 찾았다고 해. …말은 못 하겠지만 그런 표정이라도 지어 줘.","대장, 집에 가. 가서 나 못 찾았다고 해. …말은 못 하겠지만 그런 표정이라도 지어 줘.","Go home, Captain. Tell them you couldn't find me. …I know you can't talk, but at least make that face."
"…대장이 본사 트럭에 실려 갔다고? 그 녀석, 내 냄새는 절대 안 잊어.","…대장이 본사 트럭에 실려 갔다고? 그 녀석, 내 냄새는 절대 안 잊어.",…Captain got loaded onto the HQ truck? That guy never forgets my scent.
대장을 집으로 돌려보냈어? 고맙긴 한데… 우체국 소인을 보면 집사가 이 근처라는 걸 알 거야.,대장을 집으로 돌려보냈어? 고맙긴 한데… 우체국 소인을 보면 집사가 이 근처라는 걸 알 거야.,"You sent Captain home? Thanks, but… once the butler sees the postmark, he'll know I'm around here."
오후에는 세나와 함께 노랑시티 지하 투기장으로 상자를 배달했다. 로켓단이 돈을 걸고 포켓몬끼리 싸움을 붙이는 곳이었다.,오후에는 세나와 함께 노랑시티 지하 투기장으로 상자를 배달했다. 로켓단이 돈을 걸고 포켓몬끼리 싸움을 붙이는 곳이었다.,"That afternoon, Sena and I delivered crates to an underground arena in Saffron City, where Team Rocket bet on Pokémon fights."
철창 너머에 선글라스 없는 꼬부기가 있었다. 친구들이 데리러 오지 못한 그 녀석이었다.,철창 너머에 선글라스 없는 꼬부기가 있었다. 친구들이 데리러 오지 못한 그 녀석이었다.,Behind the bars was a Squirtle with no sunglasses. The one whose friends never came for him.
목걸이가 벗겨진 식스테일이 링 위에서 절뚝거리고 있었다.,목걸이가 벗겨진 식스테일이 링 위에서 절뚝거리고 있었다.,A Vulpix stripped of its collar was limping around the ring.
도장 띠를 빼앗긴 시라소몬이 구석에서 벽을 차고 있었다.,도장 띠를 빼앗긴 시라소몬이 구석에서 벽을 차고 있었다.,A Hitmonlee robbed of its dojo belt was kicking the wall in the corner.
철창 안은 전부 낯선 녀석들이었다. 그래도 전부 누군가가 이 창고에서 트럭에 실은 녀석들이었다.,철창 안은 전부 낯선 녀석들이었다. 그래도 전부 누군가가 이 창고에서 트럭에 실은 녀석들이었다.,Every one behind the bars was a stranger. But every one had been loaded onto a truck at this warehouse by somebody.
…보지 마. 보면 계속 생각나.,…보지 마. 보면 계속 생각나.,"…Don't look. If you look, you'll keep thinking about it."
경비가 한눈판 틈에 철창 문을 연다,경비가 한눈판 틈에 철창 문을 연다,Open the cage while the guard's distracted
상자만 내려놓고 돌아선다,상자만 내려놓고 돌아선다,Just drop off the crates and leave
철창 문을 여는 순간 경보가 울렸다. 경비가 아보크를 앞세우고 달려왔다.,철창 문을 여는 순간 경보가 울렸다. 경비가 아보크를 앞세우고 달려왔다.,"The moment the cage opened, an alarm blared. A guard came running with his Arbok in the lead."
경비원의 아보크,경비원의 아보크,Guard's Arbok
아보크가 쓰러진 틈에 녀석들이 비상구 쪽으로 쏟아져 나갔다.,아보크가 쓰러진 틈에 녀석들이 비상구 쪽으로 쏟아져 나갔다.,"With Arbok down, they poured out toward the emergency exit."
경비가 철창을 다시 잠갔다. 빠져나간 건 두어 마리뿐이었다. 경비는 내 얼굴을 똑똑히 봤다.,경비가 철창을 다시 잠갔다. 빠져나간 건 두어 마리뿐이었다. 경비는 내 얼굴을 똑똑히 봤다.,The guard locked the cage again. Only two or so got out. And the guard got a good look at my face.
미쳤어? …빨리 뛰어. 나는 아무것도 못 봤어.,미쳤어? …빨리 뛰어. 나는 아무것도 못 봤어.,"Are you nuts? …Run, quick. I didn't see anything."
미쳤어? 나까지 잘리게 할 셈이야? 보고할 거야.,미쳤어? 나까지 잘리게 할 셈이야? 보고할 거야.,Are you nuts? You want me fired too? I'm reporting this.
3주차 수요일,3주차 수요일,Week 3 · Wednesday
할당량 5마리. 아폴로가 탐지견을 데리고 온다. 풀어주면 의심도가 1.5배.,할당량 5마리. 아폴로가 탐지견을 데리고 온다. 풀어주면 의심도가 1.5배.,Quota: 5. Archer's bringing a sniffer dog. Releases raise Suspicion 1.5x.
[수배] 쁘사이저 (투기장용),[수배] 쁘사이저 (투기장용),[Wanted] Pinsir (for the arena)
[증상표] 열 · 기침 · 먹지 않음 · 목이 쉼 → 병든 개체,[증상표] 열 · 기침 · 먹지 않음 · 목이 쉼 → 병든 개체,[Symptom Chart] Fever · Coughing · Not eating · Hoarse voice → Sick unit
쁘사이저,쁘사이저,Pinsir
본사에서 반품됐다.,본사에서 반품됐다.,Returned from HQ.
먹지 않는다. 투구를 끌어안고 움직이지 않는다.,먹지 않는다. 투구를 끌어안고 움직이지 않는다.,"Won't eat. Clutching its skull, not moving."
탕구리(먹지 않음),탕구리(먹지 않음),Cubone (not eating)
1주차 수요일에 내가 보낸 탕구리였다. 녀석은 본사에서 한 입도 먹지 않았다고 했다.,1주차 수요일에 내가 보낸 탕구리였다. 녀석은 본사에서 한 입도 먹지 않았다고 했다.,It was the Cubone I sent in Week 1 on Wednesday. They said it didn't eat a single bite at HQ.
실프 발전 실험실에서 과부하로 반품됐다.,실프 발전 실험실에서 과부하로 반품됐다.,Returned from Silph's power lab due to overload.
볼의 반창고가 새까맣게 그을려 있다. 몸에서 계속 불꽃이 튄다.,볼의 반창고가 새까맣게 그을려 있다. 몸에서 계속 불꽃이 튄다.,The bandage on its cheek is charred black. Sparks keep flying off its body.
피카츄(과부하),피카츄(과부하),Pikachu (overloaded)
"[상록일보] 실험실에서 돌아온 피카츄 '번개', 경비원 딸의 품에서 처음으로 깊이 잠들어.","[상록일보] 실험실에서 돌아온 피카츄 '번개', 경비원 딸의 품에서 처음으로 깊이 잠들어.","[Viridian Daily] Pikachu ""Bolt,"" back from a lab, sleeps soundly for the first time in the arms of a guard's daughter."
[상록일보] 로켓단 트럭 화재. 적재함 안에서 전기 방전 흔적이 발견됐다.,[상록일보] 로켓단 트럭 화재. 적재함 안에서 전기 방전 흔적이 발견됐다.,[Viridian Daily] Team Rocket truck fire. Signs of electrical discharge found in the cargo bed.
볼에 붙은 반창고를 보고 알았다. 2주차 화요일에 내가 보낸 번개였다. 본사는 녀석을 발전 실험에 쓰고 있었다.,볼에 붙은 반창고를 보고 알았다. 2주차 화요일에 내가 보낸 번개였다. 본사는 녀석을 발전 실험에 쓰고 있었다.,"I knew from the bandage on its cheek. It was Bolt, who I sent on Tuesday of Week 2. HQ was using it in power experiments."
3번 도로.,3번 도로.,Route 3.
기침을 한다.,기침을 한다.,It's coughing.
푸린(기침),푸린(기침),Jigglypuff (coughing)
3주차 수요일 · 탐지견,3주차 수요일 · 탐지견,Week 3 · Wednesday · Sniffer Dog
요즘 이 근처에서 풀려난 포켓몬이 자꾸 발견된다. 오늘은 냄새를 맡아 보겠다.,요즘 이 근처에서 풀려난 포켓몬이 자꾸 발견된다. 오늘은 냄새를 맡아 보겠다.,Released Pokémon keep turning up around here lately. Today we'll sniff things out.
"아폴로 옆의 가디를 보고 숨이 멎었다. 경찰 인식표는 떼어져 있었고, 목에는 로켓단 목걸이가 걸려 있었다.","아폴로 옆의 가디를 보고 숨이 멎었다. 경찰 인식표는 떼어져 있었고, 목에는 로켓단 목걸이가 걸려 있었다.","My breath caught when I saw the Growlithe beside Archer. Its police tag was gone, and a Team Rocket collar hung from its neck."
